process,nevents,seed
minbias,10000,59000257
minbias,10000,59000258
minbias,10000,59000259
minbias,10000,59000260
minbias,10000,59000261
minbias,10000,59000262
minbias,10000,59000263
minbias,10000,59000264
minbias,10000,59000265
minbias,10000,59000266
minbias,10000,59000267
minbias,10000,59000268
minbias,10000,59000269
minbias,10000,59000270
minbias,10000,59000271
minbias,10000,59000272
minbias,10000,59000273
minbias,10000,59000274
minbias,10000,59000275
minbias,10000,59000276
minbias,10000,59000277
minbias,10000,59000278
minbias,10000,59000279
minbias,10000,59000280
minbias,10000,59000281
minbias,10000,59000282
minbias,10000,59000283
minbias,10000,59000284
minbias,10000,59000285
minbias,10000,59000286
minbias,10000,59000287
minbias,10000,59000288
minbias,10000,59000289
minbias,10000,59000290
minbias,10000,59000291
minbias,10000,59000292
minbias,10000,59000293
minbias,10000,59000294
minbias,10000,59000295
minbias,10000,59000296
minbias,10000,59000297
minbias,10000,59000298
minbias,10000,59000299
minbias,10000,59000300
minbias,10000,59000301
minbias,10000,59000302
minbias,10000,59000303
minbias,10000,59000304
minbias,10000,59000305
minbias,10000,59000306
minbias,10000,59000307
minbias,10000,59000308
minbias,10000,59000309
minbias,10000,59000310
minbias,10000,59000311
minbias,10000,59000312
minbias,10000,59000313
minbias,10000,59000314
minbias,10000,59000315
minbias,10000,59000316
minbias,10000,59000317
minbias,10000,59000318
minbias,10000,59000319
minbias,10000,59000320
minbias,10000,59000321
minbias,10000,59000322
minbias,10000,59000323
minbias,10000,59000324
minbias,10000,59000325
minbias,10000,59000326
minbias,10000,59000327
minbias,10000,59000328
minbias,10000,59000329
minbias,10000,59000330
minbias,10000,59000331
minbias,10000,59000332
minbias,10000,59000333
minbias,10000,59000334
minbias,10000,59000335
minbias,10000,59000336
minbias,10000,59000337
minbias,10000,59000338
minbias,10000,59000339
minbias,10000,59000340
minbias,10000,59000341
minbias,10000,59000342
minbias,10000,59000343
minbias,10000,59000344
minbias,10000,59000345
minbias,10000,59000346
minbias,10000,59000347
minbias,10000,59000348
minbias,10000,59000349
minbias,10000,59000350
minbias,10000,59000351
minbias,10000,59000352
minbias,10000,59000353
minbias,10000,59000354
minbias,10000,59000355
minbias,10000,59000356
minbias,10000,59000357
minbias,10000,59000358
minbias,10000,59000359
minbias,10000,59000360
minbias,10000,59000361
minbias,10000,59000362
minbias,10000,59000363
minbias,10000,59000364
minbias,10000,59000365
minbias,10000,59000366
minbias,10000,59000367
minbias,10000,59000368
minbias,10000,59000369
minbias,10000,59000370
minbias,10000,59000371
minbias,10000,59000372
minbias,10000,59000373
minbias,10000,59000374
minbias,10000,59000375
minbias,10000,59000376
minbias,10000,59000377
minbias,10000,59000378
minbias,10000,59000379
minbias,10000,59000380
minbias,10000,59000381
minbias,10000,59000382
minbias,10000,59000383
minbias,10000,59000384
minbias,10000,59000385
minbias,10000,59000386
minbias,10000,59000387
minbias,10000,59000388
minbias,10000,59000389
minbias,10000,59000390
minbias,10000,59000391
minbias,10000,59000392
minbias,10000,59000393
minbias,10000,59000394
minbias,10000,59000395
minbias,10000,59000396
minbias,10000,59000397
minbias,10000,59000398
minbias,10000,59000399
minbias,10000,59000400
minbias,10000,59000401
minbias,10000,59000402
minbias,10000,59000403
minbias,10000,59000404
minbias,10000,59000405
minbias,10000,59000406
minbias,10000,59000407
minbias,10000,59000408
minbias,10000,59000409
minbias,10000,59000410
minbias,10000,59000411
minbias,10000,59000412
minbias,10000,59000413
minbias,10000,59000414
minbias,10000,59000415
minbias,10000,59000416
minbias,10000,59000417
minbias,10000,59000418
minbias,10000,59000419
minbias,10000,59000420
minbias,10000,59000421
minbias,10000,59000422
minbias,10000,59000423
minbias,10000,59000424
minbias,10000,59000425
minbias,10000,59000426
minbias,10000,59000427
minbias,10000,59000428
minbias,10000,59000429
minbias,10000,59000430
minbias,10000,59000431
minbias,10000,59000432
minbias,10000,59000433
minbias,10000,59000434
minbias,10000,59000435
minbias,10000,59000436
minbias,10000,59000437
minbias,10000,59000438
minbias,10000,59000439
minbias,10000,59000440
minbias,10000,59000441
minbias,10000,59000442
minbias,10000,59000443
minbias,10000,59000444
minbias,10000,59000445
minbias,10000,59000446
minbias,10000,59000447
minbias,10000,59000448
minbias,10000,59000449
minbias,10000,59000450
minbias,10000,59000451
minbias,10000,59000452
minbias,10000,59000453
minbias,10000,59000454
minbias,10000,59000455
minbias,10000,59000456
minbias,10000,59000457
minbias,10000,59000458
minbias,10000,59000459
minbias,10000,59000460
minbias,10000,59000461
minbias,10000,59000462
minbias,10000,59000463
minbias,10000,59000464
minbias,10000,59000465
minbias,10000,59000466
minbias,10000,59000467
minbias,10000,59000468
minbias,10000,59000469
minbias,10000,59000470
minbias,10000,59000471
minbias,10000,59000472
minbias,10000,59000473
minbias,10000,59000474
minbias,10000,59000475
minbias,10000,59000476
minbias,10000,59000477
minbias,10000,59000478
minbias,10000,59000479
minbias,10000,59000480
minbias,10000,59000481
minbias,10000,59000482
minbias,10000,59000483
minbias,10000,59000484
minbias,10000,59000485
minbias,10000,59000486
minbias,10000,59000487
minbias,10000,59000488
minbias,10000,59000489
minbias,10000,59000490
minbias,10000,59000491
minbias,10000,59000492
minbias,10000,59000493
minbias,10000,59000494
minbias,10000,59000495
minbias,10000,59000496
minbias,10000,59000497
minbias,10000,59000498
minbias,10000,59000499
minbias,10000,59000500
minbias,10000,59000501
minbias,10000,59000502
minbias,10000,59000503
minbias,10000,59000504
minbias,10000,59000505
minbias,10000,59000506
minbias,10000,59000507
minbias,10000,59000508
minbias,10000,59000509
minbias,10000,59000510
minbias,10000,59000511
minbias,10000,59000512
minbias,10000,59000513
minbias,10000,59000514
minbias,10000,59000515
minbias,10000,59000516
minbias,10000,59000517
minbias,10000,59000518
minbias,10000,59000519
minbias,10000,59000520
minbias,10000,59000521
minbias,10000,59000522
minbias,10000,59000523
minbias,10000,59000524
minbias,10000,59000525
minbias,10000,59000526
minbias,10000,59000527
minbias,10000,59000528
minbias,10000,59000529
minbias,10000,59000530
minbias,10000,59000531
minbias,10000,59000532
minbias,10000,59000533
minbias,10000,59000534
minbias,10000,59000535
minbias,10000,59000536
minbias,10000,59000537
minbias,10000,59000538
minbias,10000,59000539
minbias,10000,59000540
minbias,10000,59000541
minbias,10000,59000542
minbias,10000,59000543
minbias,10000,59000544
minbias,10000,59000545
minbias,10000,59000546
minbias,10000,59000547
minbias,10000,59000548
minbias,10000,59000549
minbias,10000,59000550
minbias,10000,59000551
minbias,10000,59000552
minbias,10000,59000553
minbias,10000,59000554
minbias,10000,59000555
minbias,10000,59000556
minbias,10000,59000557
minbias,10000,59000558
minbias,10000,59000559
minbias,10000,59000560
minbias,10000,59000561
minbias,10000,59000562
minbias,10000,59000563
minbias,10000,59000564
minbias,10000,59000565
minbias,10000,59000566
minbias,10000,59000567
minbias,10000,59000568
minbias,10000,59000569
minbias,10000,59000570
minbias,10000,59000571
minbias,10000,59000572
minbias,10000,59000573
minbias,10000,59000574
minbias,10000,59000575
minbias,10000,59000576
minbias,10000,59000577
minbias,10000,59000578
minbias,10000,59000579
minbias,10000,59000580
minbias,10000,59000581
minbias,10000,59000582
minbias,10000,59000583
minbias,10000,59000584
minbias,10000,59000585
minbias,10000,59000586
minbias,10000,59000587
minbias,10000,59000588
minbias,10000,59000589
minbias,10000,59000590
minbias,10000,59000591
minbias,10000,59000592
minbias,10000,59000593
minbias,10000,59000594
minbias,10000,59000595
minbias,10000,59000596
minbias,10000,59000597
minbias,10000,59000598
minbias,10000,59000599
minbias,10000,59000600
minbias,10000,59000601
minbias,10000,59000602
minbias,10000,59000603
minbias,10000,59000604
minbias,10000,59000605
minbias,10000,59000606
minbias,10000,59000607
minbias,10000,59000608
minbias,10000,59000609
minbias,10000,59000610
minbias,10000,59000611
minbias,10000,59000612
minbias,10000,59000613
minbias,10000,59000614
minbias,10000,59000615
minbias,10000,59000616
minbias,10000,59000617
minbias,10000,59000618
minbias,10000,59000619
minbias,10000,59000620
minbias,10000,59000621
minbias,10000,59000622
minbias,10000,59000623
minbias,10000,59000624
minbias,10000,59000625
minbias,10000,59000626
minbias,10000,59000627
minbias,10000,59000628
minbias,10000,59000629
minbias,10000,59000630
minbias,10000,59000631
minbias,10000,59000632
minbias,10000,59000633
minbias,10000,59000634
minbias,10000,59000635
minbias,10000,59000636
minbias,10000,59000637
minbias,10000,59000638
minbias,10000,59000639
minbias,10000,59000640
minbias,10000,59000641
minbias,10000,59000642
minbias,10000,59000643
minbias,10000,59000644
minbias,10000,59000645
minbias,10000,59000646
minbias,10000,59000647
minbias,10000,59000648
minbias,10000,59000649
minbias,10000,59000650
minbias,10000,59000651
minbias,10000,59000652
minbias,10000,59000653
minbias,10000,59000654
minbias,10000,59000655
minbias,10000,59000656
minbias,10000,59000657
minbias,10000,59000658
minbias,10000,59000659
minbias,10000,59000660
minbias,10000,59000661
minbias,10000,59000662
minbias,10000,59000663
minbias,10000,59000664
minbias,10000,59000665
minbias,10000,59000666
minbias,10000,59000667
minbias,10000,59000668
minbias,10000,59000669
minbias,10000,59000670
minbias,10000,59000671
minbias,10000,59000672
minbias,10000,59000673
minbias,10000,59000674
minbias,10000,59000675
minbias,10000,59000676
minbias,10000,59000677
minbias,10000,59000678
minbias,10000,59000679
minbias,10000,59000680
minbias,10000,59000681
minbias,10000,59000682
minbias,10000,59000683
minbias,10000,59000684
minbias,10000,59000685
minbias,10000,59000686
minbias,10000,59000687
minbias,10000,59000688
minbias,10000,59000689
minbias,10000,59000690
minbias,10000,59000691
minbias,10000,59000692
minbias,10000,59000693
minbias,10000,59000694
minbias,10000,59000695
minbias,10000,59000696
minbias,10000,59000697
minbias,10000,59000698
minbias,10000,59000699
minbias,10000,59000700
minbias,10000,59000701
minbias,10000,59000702
minbias,10000,59000703
minbias,10000,59000704
minbias,10000,59000705
minbias,10000,59000706
minbias,10000,59000707
minbias,10000,59000708
minbias,10000,59000709
minbias,10000,59000710
minbias,10000,59000711
minbias,10000,59000712
minbias,10000,59000713
minbias,10000,59000714
minbias,10000,59000715
minbias,10000,59000716
minbias,10000,59000717
minbias,10000,59000718
minbias,10000,59000719
minbias,10000,59000720
minbias,10000,59000721
minbias,10000,59000722
minbias,10000,59000723
minbias,10000,59000724
minbias,10000,59000725
minbias,10000,59000726
minbias,10000,59000727
minbias,10000,59000728
minbias,10000,59000729
minbias,10000,59000730
minbias,10000,59000731
minbias,10000,59000732
minbias,10000,59000733
minbias,10000,59000734
minbias,10000,59000735
minbias,10000,59000736
minbias,10000,59000737
minbias,10000,59000738
minbias,10000,59000739
minbias,10000,59000740
minbias,10000,59000741
minbias,10000,59000742
minbias,10000,59000743
minbias,10000,59000744
minbias,10000,59000745
minbias,10000,59000746
minbias,10000,59000747
minbias,10000,59000748
minbias,10000,59000749
minbias,10000,59000750
minbias,10000,59000751
minbias,10000,59000752
minbias,10000,59000753
minbias,10000,59000754
minbias,10000,59000755
minbias,10000,59000756
minbias,10000,59000757
minbias,10000,59000758
minbias,10000,59000759
minbias,10000,59000760
minbias,10000,59000761
minbias,10000,59000762
minbias,10000,59000763
minbias,10000,59000764
minbias,10000,59000765
minbias,10000,59000766
minbias,10000,59000767
minbias,10000,59000768
minbias,10000,59000769
minbias,10000,59000770
minbias,10000,59000771
minbias,10000,59000772
minbias,10000,59000773
minbias,10000,59000774
minbias,10000,59000775
minbias,10000,59000776
minbias,10000,59000777
minbias,10000,59000778
minbias,10000,59000779
minbias,10000,59000780
minbias,10000,59000781
minbias,10000,59000782
minbias,10000,59000783
minbias,10000,59000784
minbias,10000,59000785
minbias,10000,59000786
minbias,10000,59000787
minbias,10000,59000788
minbias,10000,59000789
minbias,10000,59000790
minbias,10000,59000791
minbias,10000,59000792
minbias,10000,59000793
minbias,10000,59000794
minbias,10000,59000795
minbias,10000,59000796
minbias,10000,59000797
minbias,10000,59000798
minbias,10000,59000799
minbias,10000,59000800
minbias,10000,59000801
minbias,10000,59000802
minbias,10000,59000803
minbias,10000,59000804
minbias,10000,59000805
minbias,10000,59000806
minbias,10000,59000807
minbias,10000,59000808
minbias,10000,59000809
minbias,10000,59000810
minbias,10000,59000811
minbias,10000,59000812
minbias,10000,59000813
minbias,10000,59000814
minbias,10000,59000815
minbias,10000,59000816
minbias,10000,59000817
minbias,10000,59000818
minbias,10000,59000819
minbias,10000,59000820
minbias,10000,59000821
minbias,10000,59000822
minbias,10000,59000823
minbias,10000,59000824
minbias,10000,59000825
minbias,10000,59000826
minbias,10000,59000827
minbias,10000,59000828
minbias,10000,59000829
minbias,10000,59000830
minbias,10000,59000831
minbias,10000,59000832
minbias,10000,59000833
minbias,10000,59000834
minbias,10000,59000835
minbias,10000,59000836
minbias,10000,59000837
minbias,10000,59000838
minbias,10000,59000839
minbias,10000,59000840
minbias,10000,59000841
minbias,10000,59000842
minbias,10000,59000843
minbias,10000,59000844
minbias,10000,59000845
minbias,10000,59000846
minbias,10000,59000847
minbias,10000,59000848
minbias,10000,59000849
minbias,10000,59000850
minbias,10000,59000851
minbias,10000,59000852
minbias,10000,59000853
minbias,10000,59000854
minbias,10000,59000855
minbias,10000,59000856
minbias,10000,59000857
minbias,10000,59000858
minbias,10000,59000859
minbias,10000,59000860
minbias,10000,59000861
minbias,10000,59000862
minbias,10000,59000863
minbias,10000,59000864
minbias,10000,59000865
minbias,10000,59000866
minbias,10000,59000867
minbias,10000,59000868
minbias,10000,59000869
minbias,10000,59000870
minbias,10000,59000871
minbias,10000,59000872
minbias,10000,59000873
minbias,10000,59000874
minbias,10000,59000875
minbias,10000,59000876
minbias,10000,59000877
minbias,10000,59000878
minbias,10000,59000879
minbias,10000,59000880
minbias,10000,59000881
minbias,10000,59000882
minbias,10000,59000883
minbias,10000,59000884
minbias,10000,59000885
minbias,10000,59000886
minbias,10000,59000887
minbias,10000,59000888
minbias,10000,59000889
minbias,10000,59000890
minbias,10000,59000891
minbias,10000,59000892
minbias,10000,59000893
minbias,10000,59000894
minbias,10000,59000895
minbias,10000,59000896
minbias,10000,59000897
minbias,10000,59000898
minbias,10000,59000899
minbias,10000,59000900
minbias,10000,59000901
minbias,10000,59000902
minbias,10000,59000903
minbias,10000,59000904
minbias,10000,59000905
minbias,10000,59000906
minbias,10000,59000907
minbias,10000,59000908
minbias,10000,59000909
minbias,10000,59000910
minbias,10000,59000911
minbias,10000,59000912
minbias,10000,59000913
minbias,10000,59000914
minbias,10000,59000915
minbias,10000,59000916
minbias,10000,59000917
minbias,10000,59000918
minbias,10000,59000919
minbias,10000,59000920
minbias,10000,59000921
minbias,10000,59000922
minbias,10000,59000923
minbias,10000,59000924
minbias,10000,59000925
minbias,10000,59000926
minbias,10000,59000927
minbias,10000,59000928
minbias,10000,59000929
minbias,10000,59000930
minbias,10000,59000931
minbias,10000,59000932
minbias,10000,59000933
minbias,10000,59000934
minbias,10000,59000935
minbias,10000,59000936
minbias,10000,59000937
minbias,10000,59000938
minbias,10000,59000939
minbias,10000,59000940
minbias,10000,59000941
minbias,10000,59000942
minbias,10000,59000943
minbias,10000,59000944
minbias,10000,59000945
minbias,10000,59000946
minbias,10000,59000947
minbias,10000,59000948
minbias,10000,59000949
minbias,10000,59000950
minbias,10000,59000951
minbias,10000,59000952
minbias,10000,59000953
minbias,10000,59000954
minbias,10000,59000955
minbias,10000,59000956
minbias,10000,59000957
minbias,10000,59000958
minbias,10000,59000959
minbias,10000,59000960
minbias,10000,59000961
minbias,10000,59000962
minbias,10000,59000963
minbias,10000,59000964
minbias,10000,59000965
minbias,10000,59000966
minbias,10000,59000967
minbias,10000,59000968
minbias,10000,59000969
minbias,10000,59000970
minbias,10000,59000971
minbias,10000,59000972
minbias,10000,59000973
minbias,10000,59000974
minbias,10000,59000975
minbias,10000,59000976
minbias,10000,59000977
minbias,10000,59000978
minbias,10000,59000979
minbias,10000,59000980
minbias,10000,59000981
minbias,10000,59000982
minbias,10000,59000983
minbias,10000,59000984
minbias,10000,59000985
minbias,10000,59000986
minbias,10000,59000987
minbias,10000,59000988
minbias,10000,59000989
minbias,10000,59000990
minbias,10000,59000991
minbias,10000,59000992
minbias,10000,59000993
minbias,10000,59000994
minbias,10000,59000995
minbias,10000,59000996
minbias,10000,59000997
minbias,10000,59000998
minbias,10000,59000999
minbias,10000,59001000
minbias,10000,59001001
minbias,10000,59001002
minbias,10000,59001003
minbias,10000,59001004
minbias,10000,59001005
minbias,10000,59001006
minbias,10000,59001007
minbias,10000,59001008
minbias,10000,59001009
minbias,10000,59001010
minbias,10000,59001011
minbias,10000,59001012
minbias,10000,59001013
minbias,10000,59001014
minbias,10000,59001015
minbias,10000,59001016
minbias,10000,59001017
minbias,10000,59001018
minbias,10000,59001019
minbias,10000,59001020
minbias,10000,59001021
minbias,10000,59001022
minbias,10000,59001023
minbias,10000,59001024
minbias,10000,59001025
minbias,10000,59001026
minbias,10000,59001027
minbias,10000,59001028
minbias,10000,59001029
minbias,10000,59001030
minbias,10000,59001031
minbias,10000,59001032
minbias,10000,59001033
minbias,10000,59001034
minbias,10000,59001035
minbias,10000,59001036
minbias,10000,59001037
minbias,10000,59001038
minbias,10000,59001039
minbias,10000,59001040
minbias,10000,59001041
minbias,10000,59001042
minbias,10000,59001043
minbias,10000,59001044
minbias,10000,59001045
minbias,10000,59001046
minbias,10000,59001047
minbias,10000,59001048
minbias,10000,59001049
minbias,10000,59001050
minbias,10000,59001051
minbias,10000,59001052
minbias,10000,59001053
minbias,10000,59001054
minbias,10000,59001055
minbias,10000,59001056
minbias,10000,59001057
minbias,10000,59001058
minbias,10000,59001059
minbias,10000,59001060
minbias,10000,59001061
minbias,10000,59001062
minbias,10000,59001063
minbias,10000,59001064
minbias,10000,59001065
minbias,10000,59001066
minbias,10000,59001067
minbias,10000,59001068
minbias,10000,59001069
minbias,10000,59001070
minbias,10000,59001071
minbias,10000,59001072
minbias,10000,59001073
minbias,10000,59001074
minbias,10000,59001075
minbias,10000,59001076
minbias,10000,59001077
minbias,10000,59001078
minbias,10000,59001079
minbias,10000,59001080
minbias,10000,59001081
minbias,10000,59001082
minbias,10000,59001083
minbias,10000,59001084
minbias,10000,59001085
minbias,10000,59001086
minbias,10000,59001087
minbias,10000,59001088
minbias,10000,59001089
minbias,10000,59001090
minbias,10000,59001091
minbias,10000,59001092
minbias,10000,59001093
minbias,10000,59001094
minbias,10000,59001095
minbias,10000,59001096
minbias,10000,59001097
minbias,10000,59001098
minbias,10000,59001099
minbias,10000,59001100
minbias,10000,59001101
minbias,10000,59001102
minbias,10000,59001103
minbias,10000,59001104
minbias,10000,59001105
minbias,10000,59001106
minbias,10000,59001107
minbias,10000,59001108
minbias,10000,59001109
minbias,10000,59001110
minbias,10000,59001111
minbias,10000,59001112
minbias,10000,59001113
minbias,10000,59001114
minbias,10000,59001115
minbias,10000,59001116
minbias,10000,59001117
minbias,10000,59001118
minbias,10000,59001119
minbias,10000,59001120
minbias,10000,59001121
minbias,10000,59001122
minbias,10000,59001123
minbias,10000,59001124
minbias,10000,59001125
minbias,10000,59001126
minbias,10000,59001127
minbias,10000,59001128
minbias,10000,59001129
minbias,10000,59001130
minbias,10000,59001131
minbias,10000,59001132
minbias,10000,59001133
minbias,10000,59001134
minbias,10000,59001135
minbias,10000,59001136
minbias,10000,59001137
minbias,10000,59001138
minbias,10000,59001139
minbias,10000,59001140
minbias,10000,59001141
minbias,10000,59001142
minbias,10000,59001143
minbias,10000,59001144
minbias,10000,59001145
minbias,10000,59001146
minbias,10000,59001147
minbias,10000,59001148
minbias,10000,59001149
minbias,10000,59001150
minbias,10000,59001151
minbias,10000,59001152
minbias,10000,59001153
minbias,10000,59001154
minbias,10000,59001155
minbias,10000,59001156
minbias,10000,59001157
minbias,10000,59001158
minbias,10000,59001159
minbias,10000,59001160
minbias,10000,59001161
minbias,10000,59001162
minbias,10000,59001163
minbias,10000,59001164
minbias,10000,59001165
minbias,10000,59001166
minbias,10000,59001167
minbias,10000,59001168
minbias,10000,59001169
minbias,10000,59001170
minbias,10000,59001171
minbias,10000,59001172
minbias,10000,59001173
minbias,10000,59001174
minbias,10000,59001175
minbias,10000,59001176
minbias,10000,59001177
minbias,10000,59001178
minbias,10000,59001179
minbias,10000,59001180
minbias,10000,59001181
minbias,10000,59001182
minbias,10000,59001183
minbias,10000,59001184
minbias,10000,59001185
minbias,10000,59001186
minbias,10000,59001187
minbias,10000,59001188
minbias,10000,59001189
minbias,10000,59001190
minbias,10000,59001191
minbias,10000,59001192
minbias,10000,59001193
minbias,10000,59001194
minbias,10000,59001195
minbias,10000,59001196
minbias,10000,59001197
minbias,10000,59001198
minbias,10000,59001199
minbias,10000,59001200
minbias,10000,59001201
minbias,10000,59001202
minbias,10000,59001203
minbias,10000,59001204
minbias,10000,59001205
minbias,10000,59001206
minbias,10000,59001207
minbias,10000,59001208
minbias,10000,59001209
minbias,10000,59001210
minbias,10000,59001211
minbias,10000,59001212
minbias,10000,59001213
minbias,10000,59001214
minbias,10000,59001215
minbias,10000,59001216
minbias,10000,59001217
minbias,10000,59001218
minbias,10000,59001219
minbias,10000,59001220
minbias,10000,59001221
minbias,10000,59001222
minbias,10000,59001223
minbias,10000,59001224
minbias,10000,59001225
minbias,10000,59001226
minbias,10000,59001227
minbias,10000,59001228
minbias,10000,59001229
minbias,10000,59001230
minbias,10000,59001231
minbias,10000,59001232
minbias,10000,59001233
minbias,10000,59001234
minbias,10000,59001235
minbias,10000,59001236
minbias,10000,59001237
minbias,10000,59001238
minbias,10000,59001239
minbias,10000,59001240
minbias,10000,59001241
minbias,10000,59001242
minbias,10000,59001243
minbias,10000,59001244
minbias,10000,59001245
minbias,10000,59001246
minbias,10000,59001247
minbias,10000,59001248
minbias,10000,59001249
minbias,10000,59001250
minbias,10000,59001251
minbias,10000,59001252
minbias,10000,59001253
minbias,10000,59001254
minbias,10000,59001255
minbias,10000,59001256
minbias,10000,59001257
minbias,10000,59001258
minbias,10000,59001259
minbias,10000,59001260
minbias,10000,59001261
minbias,10000,59001262
minbias,10000,59001263
minbias,10000,59001264
minbias,10000,59001265
minbias,10000,59001266
minbias,10000,59001267
minbias,10000,59001268
minbias,10000,59001269
minbias,10000,59001270
minbias,10000,59001271
